12.705,6676.83,3382,1.1,3219,62,1,0.25,0.244,100%,0.0,3219.0
12.697,6638.28,2524,1.1,2741,90,2,0.25,0.257,100%,0.0,2741.0
12.681,6568.70,2890,1.1,2828,105,3,0.25,0.258,100%,0.0,2828.3333333333335
12.670,6515.56,3012,1.1,2816,103,4,0.25,0.253,100%,0.0,2816.0
12.645,6405.44,3147,1.1,2946,171,5,0.25,0.304,100%,0.0,2946.4
12.617,6279.79,3114,1.1,2848,210,6,0.25,0.361,100%,0.0,2848.5
12.599,6205.38,3158,1.1,2860,189,7,0.25,0.355,100%,0.0,2860.285714285714
12.574,6099.00,3188,1.1,2884,176,8,0.25,0.358,100%,0.0,2883.5
12.540,5955.38,3281,1.1,2951,168,9,0.25,0.367,100%,0.0,2950.6666666666665
12.540,5953.65,3136,1.2,2670,152,10,0.25,0.796,100%,0.0,2670.1
12.484,5730.58,3165,1.2,2707,144,11,0.25,0.785,100%,0.0,2707.181818181818
12.422,5485.93,3153,1.2,2711,154,12,0.25,0.792,100%,0.0,2711.0
12.333,5158.93,3120,1.2,2693,170,13,0.25,0.841,100%,0.0,2693.4615384615386
12.270,4939.60,3153,1.2,2731,163,14,0.25,0.851,100%,0.0,2730.5714285714284
12.213,4746.67,3142,1.2,2748,156,15,0.25,0.980,100%,0.0,2747.6
12.209,4735.91,3160,1.1,2763,150,16,0.25,1.283,100%,0.0,2763.125
12.172,4613.91,3211,1.1,2818,147,17,0.25,1.465,100%,0.0,2817.8823529411766
12.255,4888.37,3147,1.2,2742,142,18,0.25,2.122,100%,0.0,2741.777777777778
12.188,4667.22,3183,1.1,2794,144,19,0.25,2.200,100%,0.0,2794.315789473684
12.137,4505.14,3204,1.1,2825,145,20,0.25,2.287,100%,0.0,2824.8
12.203,4714.55,3217,1.1,2842,141,21,0.25,2.606,100%,0.0,2842.1428571428573
12.241,4841.72,3231,1.1,2857,137,22,0.25,2.860,100%,0.0,2856.818181818182
12.252,4876.76,3242,1.1,2869,134,23,0.25,3.051,100%,0.0,2868.913043478261
12.201,4707.46,3252,1.1,2882,131,24,0.25,3.081,100%,0.0,2881.7083333333335
12.147,4535.71,3251,1.1,2881,129,25,0.25,3.031,100%,0.0,2880.92
12.088,4354.97,3246,1.1,2871,129,26,0.25,2.950,100%,0.0,2870.653846153846
12.111,4423.39,3205,1.2,2782,124,27,0.25,3.578,100%,0.0,2781.925925925926
12.056,4259.16,3205,1.2,2779,123,28,0.25,3.489,100%,0.0,2779.25
11.989,4065.13,3240,1.2,2815,126,29,0.25,3.410,100%,0.0,2815.2758620689656
11.938,3923.00,3259,1.1,2845,125,30,0.25,3.330,100%,0.0,2844.5666666666666
11.895,3809.02,3266,1.1,2852,124,31,0.25,3.255,100%,0.0,2851.548387096774
11.895,3808.66,3230,1.2,2776,120,32,0.25,3.486,100%,0.0,2775.53125
11.898,3815.60,3195,1.2,2701,117,33,0.25,3.571,100%,0.0,2701.2727272727275
11.895,3808.32,3161,1.2,2635,113,34,0.25,3.600,100%,0.0,2634.529411764706
11.852,3697.57,3171,1.2,2645,115,35,0.25,3.525,100%,0.0,2645.3142857142857
11.808,3585.11,3173,1.2,2650,116,36,0.25,3.452,100%,0.0,2650.0555555555557
11.802,3570.89,3163,1.2,2597,113,37,0.25,3.396,100%,0.0,2596.837837837838
11.760,3468.80,3170,1.2,2609,111,38,0.25,3.325,100%,0.0,2609.4210526315787
11.726,3386.44,3175,1.2,2616,111,39,0.25,3.262,100%,0.0,2615.846153846154
11.677,3274.85,3197,1.2,2642,110,40,0.25,3.203,100%,0.0,2641.7
11.638,3186.32,3204,1.2,2655,109,41,0.25,3.138,100%,0.0,2655.243902439024
11.586,3073.78,3223,1.2,2679,110,42,0.25,3.082,100%,0.0,2678.904761904762
11.529,2954.31,3245,1.2,2700,111,43,0.25,3.021,100%,0.0,2700.046511627907
11.495,2887.28,3247,1.2,2704,111,44,0.25,2.963,100%,0.0,2704.25
11.464,2825.74,3245,1.2,2702,110,45,0.25,2.905,100%,0.0,2702.3333333333335
11.436,2771.04,3255,1.2,2716,109,46,0.25,2.864,100%,0.0,2715.5434782608695
11.419,2738.98,3259,1.2,2723,107,47,0.25,2.840,100%,0.0,2723.127659574468
11.388,2679.96,3265,1.2,2733,107,48,0.25,2.795,100%,0.0,2732.7708333333335
11.348,2606.60,3279,1.2,2752,108,49,0.25,2.762,100%,0.0,2751.5102040816328
11.325,2565.77,3278,1.2,2759,107,50,0.25,2.722,100%,0.0,2758.56
11.297,2515.89,3284,1.2,2765,106,51,0.25,2.687,100%,0.0,2764.9411764705883
11.272,2473.73,3284,1.2,2767,105,52,0.25,2.645,100%,0.0,2767.173076923077
11.252,2438.84,3283,1.2,2769,104,53,0.25,2.605,100%,0.0,2768.5849056603774
11.216,2378.87,3296,1.2,2784,105,54,0.25,2.573,100%,0.0,2783.8703703703704
11.199,2350.30,3298,1.2,2789,104,55,0.25,2.536,100%,0.0,2789.4727272727273
11.179,2317.88,3297,1.2,2789,103,56,0.25,2.497,100%,0.0,2788.8571428571427
11.147,2267.27,3303,1.2,2801,102,57,0.25,2.462,100%,0.0,2800.7368421052633
11.108,2207.87,3316,1.2,2816,104,58,0.25,2.435,100%,0.0,2815.5172413793102
11.072,2152.27,3329,1.2,2827,106,59,0.25,2.404,100%,0.0,2827.2033898305085
11.031,2092.82,3340,1.2,2843,108,60,0.25,2.372,100%,0.0,2842.9
11.003,2052.27,3341,1.2,2846,108,61,0.25,2.344,100%,0.0,2846.1803278688526
10.952,1980.80,3354,1.2,2861,112,62,0.25,2.314,100%,0.0,2860.8064516129034
10.916,1931.88,3367,1.2,2875,114,63,0.25,2.283,100%,0.0,2874.5873015873017
10.894,1902.88,3369,1.2,2875,113,64,0.25,2.257,100%,0.0,2874.921875
10.873,1875.03,3364,1.2,2871,113,65,0.25,2.227,100%,0.0,2870.6615384615384
10.846,1840.77,3369,1.2,2881,114,66,0.25,2.198,100%,0.0,2881.378787878788
10.830,1820.47,3372,1.2,2888,113,67,0.25,2.172,100%,0.0,2888.268656716418
10.818,1804.65,3372,1.2,2891,112,68,0.25,2.151,100%,0.0,2891.3088235294117
10.798,1780.86,3368,1.2,2887,112,69,0.25,2.128,100%,0.0,2887.449275362319
10.774,1751.39,3370,1.2,2889,112,70,0.25,2.105,100%,0.0,2889.214285714286
10.746,1717.22,3380,1.2,2902,113,71,0.25,2.079,100%,0.0,2901.8732394366198
10.737,1706.18,3382,1.2,2910,112,72,0.25,2.058,100%,0.0,2909.722222222222
10.722,1688.92,3380,1.2,2907,111,73,0.25,2.037,100%,0.0,2907.4520547945203
10.712,1677.47,3377,1.2,2907,110,74,0.25,2.018,100%,0.0,2906.7972972972975
10.681,1642.30,3386,1.2,2917,112,75,0.25,1.996,100%,0.0,2916.76
10.654,1611.06,3395,1.2,2927,113,76,0.25,1.974,100%,0.0,2926.815789473684
10.631,1586.34,3402,1.2,2936,114,77,0.25,1.952,100%,0.0,2935.987012987013
10.602,1554.39,3409,1.2,2948,115,78,0.25,1.930,100%,0.0,2947.7179487179487
10.568,1518.40,3405,1.2,2941,119,79,0.25,1.916,100%,0.0,2941.481012658228
10.553,1502.80,3399,1.2,2937,119,80,0.25,1.899,100%,0.0,2937.025
10.530,1479.05,3406,1.2,2946,119,81,0.25,1.880,100%,0.0,2946.222222222222
10.530,1478.44,3390,1.2,2912,118,82,0.25,1.923,100%,0.0,2911.8414634146343
10.517,1465.16,3391,1.2,2915,117,83,0.25,1.905,100%,0.0,2915.0361445783133
10.504,1452.13,3392,1.2,2918,117,84,0.25,1.887,100%,0.0,2917.559523809524
10.482,1430.14,3397,1.2,2923,117,85,0.25,1.868,100%,0.0,2922.764705882353
10.465,1413.73,3393,1.2,2918,118,86,0.25,1.851,100%,0.0,2918.4302325581393
10.436,1385.56,3402,1.2,2929,120,87,0.25,1.834,100%,0.0,2928.885057471264
10.436,1385.57,3388,1.2,2900,118,88,0.25,1.881,100%,0.0,2899.5227272727275
10.427,1376.76,3388,1.2,2902,118,89,0.25,1.864,100%,0.0,2901.741573033708
10.413,1363.03,3387,1.2,2902,118,90,0.25,1.847,100%,0.0,2901.511111111111
10.393,1345.04,3393,1.2,2912,118,91,0.25,1.830,100%,0.0,2911.6923076923076
10.381,1333.33,3393,1.2,2912,118,92,0.25,1.813,100%,0.0,2911.913043478261
10.373,1326.26,3393,1.2,2913,117,93,0.25,1.797,100%,0.0,2912.956989247312
10.347,1302.69,3399,1.2,2923,119,94,0.25,1.784,100%,0.0,2922.5851063829787
10.339,1295.00,3400,1.2,2923,118,95,0.25,1.768,100%,0.0,2922.9052631578948
10.320,1278.50,3408,1.2,2933,119,96,0.25,1.753,100%,0.0,2932.8333333333335
10.311,1270.48,3408,1.2,2934,118,97,0.25,1.737,100%,0.0,2933.639175257732
10.302,1262.02,3405,1.2,2931,118,98,0.25,1.723,100%,0.0,2931.204081632653
10.299,1259.88,3394,1.2,2915,117,99,0.25,1.722,100%,0.0,2914.838383838384
10.294,1255.22,3396,1.2,2918,116,100,0.25,1.708,100%,0.0,2918.09
10.286,1248.51,3397,1.2,2923,116,101,0.25,1.694,100%,0.0,2922.5148514851485
10.281,1244.47,3393,1.2,2903,115,102,0.25,1.681,100%,0.0,2903.205882352941
10.265,1230.35,3397,1.2,2908,116,103,0.25,1.670,100%,0.0,2907.9223300970875
10.251,1218.27,3400,1.2,2915,116,104,0.25,1.657,100%,0.0,2914.528846153846
10.243,1211.95,3400,1.2,2917,115,105,0.25,1.644,100%,0.0,2917.4857142857145
10.234,1204.73,3399,1.2,2916,115,106,0.25,1.631,100%,0.0,2916.235849056604
10.229,1200.06,3395,1.2,2913,115,107,0.25,1.619,100%,0.0,2913.1028037383176
10.217,1190.02,3398,1.2,2916,115,108,0.25,1.607,100%,0.0,2915.712962962963
10.208,1182.60,3398,1.2,2916,114,109,0.25,1.594,100%,0.0,2915.5412844036696
10.200,1175.98,3397,1.2,2914,114,110,0.25,1.582,100%,0.0,2914.2
10.191,1168.96,3398,1.2,2916,114,111,0.25,1.571,100%,0.0,2916.4864864864867
10.185,1163.75,3396,1.2,2917,113,112,0.25,1.559,100%,0.0,2917.4910714285716
10.183,1162.85,3392,1.2,2906,112,113,0.25,1.557,100%,0.0,2906.1769911504425
10.163,1146.71,3396,1.2,2908,114,114,0.25,1.547,100%,0.0,2907.8596491228072
10.146,1132.93,3403,1.2,2916,114,115,0.25,1.536,100%,0.0,2916.3739130434783
10.127,1118.51,3410,1.2,2924,115,116,0.25,1.525,100%,0.0,2923.706896551724
10.121,1113.34,3409,1.2,2922,115,117,0.25,1.514,100%,0.0,2922.4529914529912
10.116,1109.51,3404,1.2,2918,115,118,0.25,1.504,100%,0.0,2917.8728813559323
10.113,1107.28,3401,1.2,2918,114,119,0.25,1.499,100%,0.0,2918.218487394958
10.103,1099.91,3405,1.2,2924,114,120,0.25,1.489,100%,0.0,2924.3
10.098,1095.74,3407,1.2,2927,113,121,0.25,1.479,100%,0.0,2927.2314049586776
10.086,1086.86,3410,1.2,2931,114,122,0.25,1.468,100%,0.0,2931.3606557377047
10.077,1080.39,3412,1.2,2936,114,123,0.25,1.458,100%,0.0,2936.3252032520327
